Title,Employer,Location,Published,Job Type,URL,Description
doctoral fellowship in history and theory of architecture (2 positions),institute for the history and theory of architecture,Switzerland,28.11.2024,PhD,https://www.jobs.ethz.ch/job/view/JOPG_ethz_QgLHmu0UqQvDH9GC1d,"the doctoral program at the institute of history and theory of architecture (gta), eth zurich, offers two fellowship positions to start on 1 october 2025."
phd position in decarbonizing the future of the chemical industry,"environmental engineering, environmental sciences, chemical engineering, process engineering, technical chemistry, computational chemistry",Switzerland,25.11.2024,PhD,https://www.jobs.ethz.ch/job/view/JOPG_ethz_Xk2pz707B2UIjZAmoY,the ecological systems design group at eth zürich is an internationally leading research group in the field of modelling and improving the resource efficiency and environmental performance of products and processes from a systems perspective. we are inviting applications to fill a phd position in “decarbonizing the future of the chemical industry”.
phd position: automated thermodynamics lab for molecular and process design,energy and process systems engineering,Switzerland,21.11.2024,PhD,https://www.jobs.ethz.ch/job/view/JOPG_ethz_yED0PYxTnJZ8RfxRfZ,"the energy and process systems engineering (epse) group at eth zürich is looking for a doctoral student to work experimentally on thermophysical property data of fluids. the epse group at eth zurich, led by prof. dr. andré bardow, is dedicated to advancing sustainable energy and chemical process systems. our research spans from the molecular level to the scale of systems. we develop methods to advance sustainable energy and chemical process systems from the molecular to the scale of the systems. our work combines computer-aided molecular and process design to optimize molecules and processes simultaneously. to holistically evaluate the environmental impacts of chemicals and energy systems, we develop predictive methods for life cycle assessment. our technological focus is sector coupling, sustainable carbon feedstock, and carbon capture, utilization, and storage."
phd position in sustainable biogenic carbon pathways,institute of environmental engineering / ecological systems design group,Switzerland,21.11.2024,PhD,https://www.jobs.ethz.ch/job/view/JOPG_ethz_uwS0ni1eOQYiEYf79H,the ecological systems design group at eth zürich is an internationally leading research group in the field of modeling and improving the resource efficiency and environmental performance of products and processes from a systems perspective. we are inviting applications to fill a phd position in “sustainable biogenic carbon pathways”.
"doctoral researcher position in the snsf research project ""digital construction archive""","construction heritage and preservation, department of architecture",Switzerland,18.11.2024,PhD,https://www.jobs.ethz.ch/job/view/JOPG_ethz_nn9mRtrZVuBfnqTujc,"we are searching for a doctoral researcher (f/m/d) within the framework of the research project ""digital construction archive"" starting february 2025 or upon agreement. this project is funded by the swiss national science foundation (snsf) and will be led by construction heritage and preservation, eth zürich in collaboration with the eth materials hub and material-archiv. the research is also supported by the nccr digital fabrication. the “digital construction archive” research project includes a further phd position and a postdoctoral position, both of which have been filled."
phd position in geochemistry of enhanced rock weathering,earth and planetary sciences department,Switzerland,18.11.2024,PhD,https://www.jobs.ethz.ch/job/view/JOPG_ethz_zpH2q3qicOs2Fn3hXd,"we seek a phd student to develop and evaluate new geochemical tracers for the quantification of carbon dioxide removal and monitoring of potential heavy metal pollution following enhanced rock weathering (erw) applications. this position is integral to the research team, which includes 2 phd students and 1 postdoctoral researcher across the three research groups involved in the project."
phd position in soil biogeochemistry of enhanced rock weathering,environmental sciences,Switzerland,18.11.2024,PhD,https://www.jobs.ethz.ch/job/view/JOPG_ethz_Xj4J6UO74z3E2zwRjk,"we seek a phd student to study the effects of enhanced rock weathering (erw) applications on biogeochemical cycles, plant growth and soil health with a particular focus on degraded soils in tropical agroecosystems. this position is integral to the research team, which includes 2 phd students and 1 postdoctoral researcher across three research groups."
phd position in thz dynamics of quantum materials,institute for quantum electronics – department of physics,Switzerland,18.11.2024,PhD,https://www.jobs.ethz.ch/job/view/JOPG_ethz_aUCdcbdCsMgRnWZAWp,"the quantum material dynamics group (prof. elsa abreu, qmd.ethz.ch) in the department of physics of eth zürich has an open phd position in thz dynamics of quantum materials."
phd position on soil biogeochemical dynamics of alpine catchments,institute of terrestrial ecosystems ites,Switzerland,18.11.2024,PhD,https://www.jobs.ethz.ch/job/view/JOPG_ethz_GZRMyMSM7eYGGkCFWM,"we seek a phd student to study the effects of soil redistribution on biogeochemical fluxes as well as carbon and nutrient storage in swiss alpine catchments with contrasting geological background. this position is integral to an interdisciplinary research team, which includes 3 phd students across groups at eth zurich and epf lausanne."
phd student in business tendency surveys,kof swiss economic institute,Switzerland,12.11.2024,PhD,https://www.jobs.ethz.ch/job/view/JOPG_ethz_Xsca1lAhtgBsmScyus,"the kof swiss economic institute at eth zurich is the leading institute for applied research in economics in switzerland. kof has a strong collaborative environment that promotes exchange between research and administrative staff at different levels and in different functions and is committed to rigorous, applied research on policy-relevant topics with a connection to switzerland."
"phd position ""novel approaches to the lisa global-fit and catalog problems""",gravitational physics research group,Switzerland,11.11.2024,PhD,https://www.jobs.ethz.ch/job/view/JOPG_ethz_L4lmablQ68A5Q5diMO,"in 2015, the ligo–virgo collaboration achieved the first detection of high-frequency gravitational radiation, confirming einstein’s 1916 results, and establishing the existence of binaries of stellar-mass black holes."
