Title,Employer,Location,Published,Closing In,Job Type,URL,Description
PhD Candidate in Gamification in Cybersecurity,University of Luxembourg,Luxembourg,Published 1 week ago,Closing on: 2025-11-20,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/phd-candidate-in-gamification-in-cybersecurity/225977,"About the SnTThe University of Luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.The Interdisciplinary Centre for Security, Reliabili..."
"Doctoral Researcher (electrochemistry, resource recovery, wastewater)",Tampere University,"Tampere,, Finland",Published 1 week ago,Closing on: 2024-12-19,PhD,https://academicpositions.com/ad/tampere-university/2024/doctoral-researcher-electrochemistry-resource-recovery-wastewater/225998,"Tampere University and Tampere University of Applied Sciences create a unique environment for multidisciplinary, inspirational and high-impact research and education. Our universities community has its competitive edges in technology, health and s..."
PhD position in Sustainable Biogenic Carbon Pathways,ETH Zürich,"Zurich,, Switzerland",Published 1 week ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-in-sustainable-biogenic-carbon-pathways/226000,PhD position in Sustainable Biogenic Carbon PathwaysThe Ecological Systems Design Group at ETH Zürich is an internationally leading research group in the field of modeling and improving the resourc...
Doctoral fellow - Department of Basic and Applied Medical Sciences,Ghent University,"Ghent,, Belgium",Published 1 week ago,Closing on: 2024-12-31,PhD,https://academicpositions.com/ad/ghent-university/2024/doctoral-fellow-department-of-basic-and-applied-medical-sciences/226008,"Last application date Dec 31, 2024 00:00Department GE33 - Department of Basic and Applied Medical SciencesContract Limited durationDegree • A Master’s degree (or expected completion) in Medicine, Pharmaceutical Sciences, Biomedical Sciences, or Ve..."
PhD position on computational illumination optics,Eindhoven University of Technology,"Eindhoven,, The Netherlands",Published 1 week ago,Closing on: 2024-12-18,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/phd-position-on-computational-illumination-optics/226040,Are you a mathematician interested in modeling and in developing numerical methods for partial differential equations? Are you eager to use your mathematical skills to design optical systems for sustainable high-tech devices for billions of people...
PhD Position in Hydrogen for Hubs for Circularity: System Integration and Optimization,University of Twente,"Enschede,, The Netherlands",Published 1 week ago,Closing on: 2024-12-20,PhD,https://academicpositions.com/ad/university-of-twente/2024/phd-position-in-hydrogen-for-hubs-for-circularity-system-integration-and-optimization/226045,"Job descriptionJob DescriptionAs a researcher, you will have the opportunity to make a significant contribution to sustainable energy solutions by analyzing hydrogen technologies, developing decarb..."
PhD student (f/m/x) Wiss2411-14 | Institute of Zoology | Aquatic Chemical Ecology,University of Cologne,"Cologne,, Germany",Published 1 week ago,Closing on: 2024-12-15,PhD,https://academicpositions.com/ad/university-of-cologne/2024/phd-student-fmx-wiss2411-14-institute-of-zoology-aquatic-chemical-ecology/226046,Institute of Zoology | Aquatic Chemical Ecology PhD student (f/m/x) Faculty of Mathematics and Natural Sciences We are one of the largest and oldest universities in Europe and one of the most impor...
Doctoral Researcher in Mechanical Engineering (Hydrogen Combustion and Advanced Engine Simulation),University of Oulu,"Oulu,, Finland",Published 1 week ago,Closing on: 2024-12-31,PhD,https://academicpositions.com/ad/university-of-oulu/2024/doctoral-researcher-in-mechanical-engineering-hydrogen-combustion-and-advanced-engine-simulation/226050,"The University of Oulu is a multidisciplinary, international research university, with about 3,600 employees who produce new knowledge based on high-standards research and provide research based ed..."
"Fully Funded PhD Positions in Innovation, Policy and Entrepreneurship Thrust，Society Hub，HKUST(GZ)",Hong Kong University of Science & Technology (Guangzhou),"Guangzhou,, China",Published 1 week ago,Closing on: 2025-06-15,PhD,https://academicpositions.com/ad/hong-kong-university-of-science-technology-guangzhou/2024/fully-funded-phd-positions-in-innovation-policy-and-entrepreneurship-thrust-society-hub-hkust-gz/226052,"About IPE Thrust and PhD programInnovation, Policy and Entrepreneurship (IPE) is an emerging interdisciplinary area that has become increasingly important in recent years in addressing global challenges in governance and provision of private and p..."
PhD position : Selective gas sensors platform for premature diagnostic of lung cancer (CDD : 36 months),MINES Saint-Étienne,"Saint-Etienne,, France",Published 1 week ago,Closing on: 2025-04-18,PhD,https://academicpositions.com/ad/mines-saint-etienne/2024/phd-position-selective-gas-sensors-platform-for-premature-diagnostic-of-lung-cancer-cdd-36-months/226054,"Centre de Recherche SPIN, Ecole des Mines de Saint Etienne JOB ENVIRONMENT: Institut Mines-Télécom is the leading public group of engineering and management Grandes Écoles in France. Consisting of eight public graduate Grandes Écoles and two subsi..."
Doctoral (PhD) student position in Cognitive Neuroscience,Karolinska Institutet,"Stockholm,, Sweden",Published 1 week ago,Closing on: 2025-01-17,PhD,https://academicpositions.com/ad/karolinska-institutet/2024/doctoral-phd-student-position-in-cognitive-neuroscience/226063,Do you want to contribute to top quality medical research? To be a doctoral student means to devote oneself to a research project under supervision of experienced researchers and following an indiv...
"Doctoral scholarship holder in the field of gastroenterology, mucin biology and omics",University of Antwerp,"Antwerp,, Belgium",Published 1 week ago,Closing on: 2024-12-12,PhD,https://academicpositions.com/ad/university-of-antwerp/2024/doctoral-scholarship-holder-in-the-field-of-gastroenterology-mucin-biology-and-omics/226067,"Let’s shape the future - University of AntwerpThe University of Antwerp is a dynamic, forward-thinking, European university. We offer an innovative academic education to more than 20000 students, c..."
"PhD Candidate: Computational Cognitive Neuroscience – Multisensory Perceptual Inference, Learning and Attention",Radboud University,"Nijmegen,, The Netherlands",Published 5 days ago,Closing on: 2024-12-23,PhD,https://academicpositions.com/ad/radboud-university/2024/phd-candidate-computational-cognitive-neuroscience-multisensory-perceptual-inference-learning-and-attention/226239,"Employment 1.0 FTEGross monthly salary € 2,872 - € 3,670Required background Research University DegreeOrganizational unit Faculty of ScienceApplication deadline 23 December 2024Are you fascinated by how the brain makes sense of the senses in a com..."
PhD student in Computational Biology,University of Gothenburg,"Gothenburg,, Sweden",Published 5 days ago,Closing on: 2024-12-17,PhD,https://academicpositions.com/ad/university-of-gothenburg/2024/phd-student-in-computational-biology/226242,The University of Gothenburg tackles society’s challenges with diverse knowledge. 56 000 students and 6 600 employees make the university a large and inspiring place to work and study. Strong research and attractive study programmes attract resear...
PhD position in the area of Quantitative in situ electron microscopy of metal halide perovskite nanocrystals,University of Antwerp,"Antwerp,, Belgium",Published 5 days ago,Closing on: 2024-12-18,PhD,https://academicpositions.com/ad/university-of-antwerp/2024/phd-position-in-the-area-of-quantitative-in-situ-electron-microscopy-of-metal-halide-perovskite-nanocrystals/226249,"Let’s shape the future - University of AntwerpThe University of Antwerp is a dynamic, forward-thinking, European university. We offer an innovative academic education to more than 20000 students, c..."
PhD researcher on Risk Management in Information System Supply Chains,KU Leuven,"Leuven,, Belgium",Published 5 days ago,Closing on: 2024-12-31,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-researcher-on-risk-management-in-information-system-supply-chains/226251,"LIRIS, the KU Leuven Research Center on Information Systems Engineering, is part of the Department of Decision Sciences and Information Management of the Faculty of Economics and Business (FEB). Th..."
PhD-student Positions in Finance,University of Luxembourg,Luxembourg,Published 4 days ago,Closing on: 2025-11-28,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/phd-student-positions-in-finance/226284,"About the FDEFThe University of Luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.The Faculty of Law, Economics and Finance (FDEF) at..."
PhD Student (f/m/div) Energy Transfers in the Atmosphere,Leibniz-Institute of Atmospheric Physics (IAP),"Ostseebad Kühlungsborn,, Germany",Published 4 days ago,Closing on: 2024-12-12,PhD,https://academicpositions.com/ad/leibniz-institute-of-atmospheric-physics-iap/2024/phd-student-f-m-div-energy-transfers-in-the-atmosphere/226287,"Job advertisement 2024-21 At the Leibniz Institute of Atmospheric Physics (IAP), the department “Modelling of Atmospheric Processes“ offers a position as PhD Student (f/m/div) Energy Transfers in the Atmosphere The position is offered for three ye..."
PhD Student (f/m/div) Exploring Atmospheric Dynamics with MAARSY-3D,Leibniz-Institute of Atmospheric Physics (IAP),"Ostseebad Kühlungsborn,, Germany",Published 4 days ago,Closing on: 2025-01-15,PhD,https://academicpositions.com/ad/leibniz-institute-of-atmospheric-physics-iap/2024/phd-student-f-m-div-exploring-atmospheric-dynamics-with-maarsy-3d/226288,"Job advertisement 2024-19At the Leibniz Institute of Atmospheric Physics (IAP), a part-time position (75%) in the department “Radar Remote Sensing” is available asPhD Student (f/m/div) Exploring Atmospheric Dynamics with MAARSY-3DThe position is i..."
PhD Student (f/m/div) Mesosphere and Lower Thermosphere Dynamics with Physics-Informed Machine Learning Approaches and SIMONe,Leibniz-Institute of Atmospheric Physics (IAP),"Ostseebad Kühlungsborn,, Germany",Published 4 days ago,Closing on: 2025-01-15,PhD,https://academicpositions.com/ad/leibniz-institute-of-atmospheric-physics-iap/2024/phd-student-f-m-div-mesosphere-and-lower-thermosphere-dynamics-with-physics-informed-machine-learning-approaches-and-simone/226289,"Job advertisement 2024-20At the Leibniz Institute of Atmospheric Physics (IAP), a part-time position (75%) in the department “Radar Remote Sensing” is available asPhD Student (f/m/div) Mesosphere and Lower Thermosphere Dynamics with Physics-Inform..."
